job_name,appellations,identité,compétences
Développement des ressources humaines (M1502),"Chargé / Chargée des compétences et de la mobilité professionnelle
Chargé / Chargée de formation en entreprise
Chargé / Chargée de l'emploi et des compétences
Chargé / Chargée de recrutement
Chargé / Chargée de recrutement et mobilité professionnelle
Chargé / Chargée des relations écoles
Chargé / Chargée du développement des ressources humaines
Chasseur / Chasseuse de tête en recrutement
Chef de service formation
Coach en développement des compétences
Conseiller / Conseillère en développement des carrières
Conseiller / Conseillère en formation en entreprise
Conseiller / Conseillère en gestion des carrières
Conseiller / Conseillère en recrutement
Consultant / Consultante en gestion des carrières
Consultant / Consultante en gestion des ressources humaines
Consultant / Consultante en recrutement
Directeur / Directrice de service formation en entreprise
Gestionnaire des carrières
Responsable de gestion des effectifs, emplois et compétences
Responsable de gestion prévisionnelle emplois et compétences
Responsable de la gestion de l'emploi et des carrières
Responsable de la gestion des cadres
Responsable du développement des compétences
Responsable du développement des ressources humaines
Responsable du recrutement et mobilité professionnelle
Responsable emploi et communication interne
Responsable emploi et formation
Responsable formation communication en entreprise
Responsable formation en entreprise
Responsable formation professionnelle en entreprise
Responsable formation recrutement de l'entreprise
Responsable gestion des carrières et affaires sociales
Responsable recrutement","DÉFINITION
Met en oeuvre la politique de recrutement ou de formation selon les orientations stratégiques de la structure et les objectifs de développement visés.
Participe à l'élaboration de la politique de l'emploi de l'entreprise.
Peut coordonner une équipe ou diriger un service.
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Analyser les besoins de l'entreprise en formation, en recrutement et en mobilité professionnelle
Déterminer et suivre le budget nécessaire à la mise en oeuvre de la politique de management et de développement des compétences de la structure
Elaborer et mettre en oeuvre les plans de développement des compétences, la gestion de l'emploi et la mobilité professionnelle
Organiser le suivi administratif des opérations de formation ou de recrutement
Conseiller et accompagner les personnes, les services et les entreprises dans l'analyse des besoins en développement des ressources humaines
Communiquer sur le management des emplois et des compétences avec les salariés, les représentants du personnel, ...
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Management des ressources humaines (M1503),"Chef du personnel
Chef du service du personnel
Coordinateur / Coordinatrice ressources humaines
Directeur / Directrice des Ressources Humaines -DRH-
Directeur / Directrice du personnel
Gestionnaire Paie
Responsable administratif / administrative du personnel
Responsable de l'administration du personnel
Responsable de la gestion des Ressources Humaines
Responsable de la gestion du personnel
Responsable des relations du travail
Responsable des relations sociales
Responsable des Ressources Humaines -RRH-
Responsable du personnel
Responsable paie
Responsable paie et administration du personnel
Responsable rémunérations","DÉFINITION
Définit et met en oeuvre la politique de management et de gestion des ressources humaines (recrutement, rémunération, mobilité, gestion des carrières, ...) de la structure. Elabore ou supervise la gestion administrative du personnel (dossiers individuels, paie, ...).
Contrôle l'application des obligations légales et réglementaires relatives aux conditions et aux relations de travail.
Organise le dialogue social et participe aux opérations de communication interne liées aux mutations de l'entreprise.
Peut participer à la définition des orientations stratégiques de la structure.
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Elaborer la politique de management des ressources humaines selon les orientations stratégiques de la structure et définir les plans d'action
Concevoir et piloter les opérations liées à la gestion des emplois et des compétences
Organiser la concertation et le dialogue social avec les membres du personnel ou leurs représentants
Contrôler la conformité d'application des obligations légales et réglementaires et mettre en place les actions appropriées
Superviser la gestion administrative du personnel
Elaborer ou faire évoluer les procédures, les supports de suivi et de gestion du personnel de la structure
Suivre et mettre à jour les informations professionnelles et réglementaires
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Opérations administratives (M1602),"Agent administratif / Agente administrative
Employé / Employée aux archives
Employé / Employée de bureau
Employé administratif / Employée administrative","DÉFINITION
Exécute des travaux administratifs courants (vérification de documents, frappe et mise en forme de courriers pré-établis, suivi de dossier administratifs, ...) selon l'organisation de la structure ou du service.
Peut être en charge d'activités de reprographie et d'archivage.
Peut réaliser l'accueil de la structure.
ACCÈS À L'EMPLOI MÉTIER




CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Procéder à l'enregistrement, au tri, à l'affranchissement du courrier
Réaliser des opérations de saisie de courrier, de tableaux, ... selon les consignes
Constituer les dossiers administratifs et contrôler les données, leur mise à jour, les retours ou les relances
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Assistanat de direction (M1604),"Assistant / Assistante de direction
Assistant / Assistante de direction bilingue
Assistant / Assistante de direction trilingue
Assistant / Assistante de manager
Attaché / Attachée de direction
Office manager
Secrétaire de direction
Secrétaire de direction bilingue
Secrétaire de direction trilingue","DÉFINITION
Assiste un ou plusieurs responsable(s) (cadre dirigeant, directeur,...) afin d'optimiser la gestion de leur activité (gestion de planning, organisation de déplacements, communication, préparation de réunions, accueil, ...). Organise et coordonne les informations internes et externes, parfois confidentielles, liées au fonctionnement de la structure.
Peut prendre en charge le suivi complet de dossiers (contrats de maintenance des équipements, suivi de relance clients, gestion administrative du personnel ...) ou d'évènements spécifiques (organisation de séminaires, salons, ...).
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Organiser les rendez vous, le planning d'un responsable, d'un collaborateur et filtrer les appels et les accueils physiques
Concevoir et rédiger des courriers, rapports, notes, ...
Traiter et transmettre les décisions, les notes de service, les contrats en interne et en externe
Organiser les déplacements du responsable ou de membres de l'équipe
Préparer et organiser les réunions (convocations, préparation des dossiers, réservation de salles, ...)
Effectuer la frappe de documents, le traitement du courrier et la gestion des messages électroniques
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Assistanat technique et administratif (M1605),"Assistant / Assistante chef de projet
Assistant / Assistante de gestion administrative
Assistant / Assistante de gestion d'entreprise
Assistant / Assistante qualité services
Assistant administratif/Assistante administrative de projet
Chargé / Chargée de voyages en entreprise
Secrétaire technique
Secrétaire technique bureau d'études
Technicien / Technicienne de gestion administrative","DÉFINITION
Assure la gestion et le suivi administratif de dossiers techniques (projet, mission, démarche qualité ...) et l'organisation générale de la structure (groupe projet, service, entreprise, ...).
Peut assister un ingénieur dans ses expérimentations. Peut participer à des visites de chantier.
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER




CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Participer au lancement d'appels d'offres (rédaction, émissions d'annonces officielles, ...) et au suivi des candidatures
Constituer et saisir des dossiers de candidature de l'entreprise à un appel d'offres et en effectuer le suivi
Concevoir et actualiser les outils de suivi d'activité de la structure au moyen de tableaux de bord, d'échéanciers, ...
Organiser les réunions du groupe projet ou de la structure et rédiger les comptes rendus
Renseigner les clients, les commanditaires sur l'avancée de leur dossier et transmettre les procès verbaux, l'état d'avancement, les échéanciers
Effectuer le suivi comptable et budgétaire de l'entité par des opérations de facturation, de déblocage de fonds, de relance de financeurs, de saisie d'écritures comptables
Saisir et mettre en forme les documents, les transmettre et les classer
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Secrétariat comptable (M1608),Secrétaire comptable,"DÉFINITION
Réalise les opérations de gestion administrative et comptable (enregistrement d'écritures, suivi de trésorerie, facturation, gestion administrative du personnel, frappe de devis, ...) d'une structure selon les règles de comptabilité générale.
Peut réaliser des documents de synthèse comptable. Peut concevoir des outils de suivi de l'activité de la structure.
ACCÈS À L'EMPLOI MÉTIER




CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Effectuer l'accueil téléphonique et la réception des clients et les renseigner ou les orienter
Saisir les données de comptabilité générale et enregistrer les écritures comptables
Renseigner les déclarations fiscales (Taxe sur la Valeur Ajoutée -TVA, Déclarations sociales).
Suivre les éléments de la trésorerie de la structure par rapprochement bancaire, vérification des frais généraux et des factures, ...
Elaborer les documents commerciaux et réaliser les opérations liées au recouvrement avec le suivi des paiements, la relance des impayés
Effectuer les recherches documentaires en lien avec l'activité de la structure ou du service et les transmettre ou les archiver
Saisir et mettre en forme les documents, les transmettre et les classer
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Administration des ventes (M1701),"Responsable administratif / administrative des ventes
Responsable de l'administration des ventes
Responsable de la gestion des commandes","DÉFINITION
Organise ou réalise la gestion des contrats de vente depuis la réception des commandes jusqu'à la livraison des produits chez le client.
Réalise l'interface entre les clients, les services internes (commercial, production, planification, ...) et les intervenants externes (transporteurs, ...) de l'entreprise.
Peut définir des conditions de vente avec des clients.
Peut commander des matières premières.
Dirige un service.
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Définir les procédures administratives de traitement des commandes et en contrôler l'application
Coordonner l'activité du service, analyser les supports de suivi d'activité et proposer des axes d'évolution
Contrôler ou enregistrer les contrats de vente et informer le client sur le traitement de sa commande
Participer à l'élaboration du planning de production selon les informations recueillies auprès des clients et des services internes
Etablir la planification de traitement des commandes et déclencher l'ordre de production ou le transmettre au service concerné
Suivre l'état d'avancement de la fabrication des produits et proposer des actions correctives
Organiser l'expédition des commandes et informer les clients sur la mise à disposition des produits
Contrôler le suivi administratif de comptes clients (avoirs, escomptes, encours, ...) et superviser la gestion de portefeuilles (dossiers de financement, solvabilité, ...)
Traiter des dossiers particuliers (litiges, ...) ou transmettre au service concerné
Participer aux actions de gestion de ressources humaines (recrutement, formation, ...)
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Analyse de tendance (M1702),"Directeur / Directrice du planning stratégique
Directeur / Directrice stratégique
Junior planner
Planneur / Planneuse junior
Planneur / Planneuse senior
Planneur / Planneuse stratégique
Senior planner
Tendanceur / Tendanceuse","DÉFINITION
Analyse les marques, les comportements des consommateurs et identifie les évolutions, les nouvelles tendances, les innovations, les concepts afin d'anticiper la demande, et de faire correspondre les produits aux attentes des clients.
Peut encadrer une équipe ou un service.
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Collecter les tests, enquêtes, observations sur un produit, un service, une marque, des usages ou des comportements
Analyser le produit, le service, la marque et déterminer son positionnement sur le marché
Analyser les comportements, les usages et l'environnement social, professionnel, culturel de consommateurs, de clients
Détecter et évaluer les évolutions du marché, de tendances, d'usages, de comportements de consommateurs et clients ou l'émergence de nouveaux marchés
Etablir le cahier de tendances ou les propositions de projets à partir des analyses et études
Suivre et mettre à jour l'information culturelle, réglementaire, professionnelle
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Management et gestion de produit (M1703),"Assistant / Assistante chef de marché
Assistant / Assistante chef de produit
Chef de groupe produits
Chef de marque
Chef de produit
Chef de produit à l'international
Chef de produit Internet
Chef de produit multimédia
Chef de produit web
Ingénieur / Ingénieure produit
Responsable de gamme produits
Responsable de produit","DÉFINITION
Réalise le suivi d'un produit ou d'une gamme de produits, de sa conception à sa commercialisation, selon la stratégie commerciale et marketing de l'entreprise.
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Analyser le marché des produits, les besoins des consommateurs et de la concurrence
Définir les caractéristiques de nouveaux produits, l'adaptation de produits existants
Etablir les modalités de fabrication des produits selon les impératifs de production
Consulter et sélectionner les fournisseurs, les sous-traitants, les prestataires
Réaliser le plan marketing du produit ou de la gamme après élaboration du cahier des charges technique
Analyser les parts de marché, ventes, marges bénéficiaires du produit ou de la gamme et proposer des ajustements (opérations de promotion, alignement sur la concurrence, ...)
Concevoir le plan média de mise sur le marché du produit ou de la gamme et les supports de promotion (fiche technique, argumentaire de vente, catalogue, ...)
Apporter un appui technique au réseau commercial sur le produit ou la gamme (caractéristiques techniques, innovation, ...)
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Management relation clientèle (M1704),"Chargé / chargée de clientèle
Chargé / Chargée de clientèle e-commerce
Chargé / Chargée de clientèle en ligne
Customer Relationship Manager (CRM)
Responsable de la relation clientèle
Responsable fidélisation clientèle
Responsable gestion relation clientèle
Responsable service client
Responsable service clients
Responsable service clients online","DÉFINITION
Organise et met en oeuvre les modalités de traitement des demandes des clients, des consommateurs (suggestions, réclamations, besoins, ...) en lien avec les services concernés (marketing, commercial, communication, ...), selon des objectifs de fidélisation et de satisfaction de la clientèle.
Dirige un service.
Peut réaliser la gestion de dossiers clients.
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Elaborer ou participer à l'élaboration de la stratégie relation clientèle et déterminer les plans d'actions annuels et les objectifs du service
Elaborer ou faire évoluer les procédures qualité du service clientèle et en contrôler l'application
Concevoir les indicateurs de performance du service, analyser les résultats et mettre en place des ajustements
Renseigner les supports de suivi d'activité, réaliser le bilan annuel d'activité et proposer des axes d'évolution
Coordonner l'activité d'une équipe
Recueillir les remarques de la clientèle et les transmettre au service de production, marketing, recherche, développement, ...
Proposer des solutions en réponse aux réclamations de la clientèle ou transmettre le dossier au service contentieux, logistique, ...
Participer aux actions de gestion de ressources humaines (recrutement, formation, ...)
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Marketing (M1705),"Adjoint / Adjointe au directeur marketing
Assistant / Assistante au directeur marketing
Assistant / Assistante marketing
Chargé / Chargée d'acquisition online
Chargé / Chargée d'affaires marketing
Chargé / Chargée d'affiliation et de partenariats e-commerce
Chargé / Chargée d'affiliation et de partenariats web
Chargé / Chargée de mission marketing
Chargé / Chargée de projet marketing
Chef de groupe marketing
Consultant / Consultante marketing
Digital brand manager - Responsable de la marque en ligne
Directeur / Directrice du marketing
Mobile marketer
Responsable acquisition online
Responsable affiliation et partenariats e-commerce
Responsable affiliation et partenariats web
Responsable de département marketing
Responsable marketing
Responsable marketing digital
Responsable marketing Internet
Web marketer","DÉFINITION
Définit et met en oeuvre la stratégie marketing (tarifs, promotion, communication, gammes de produits, supports techniques, ...) pour l'ensemble des produits de l'entreprise.
Peut diriger un service ou coordonner l'activité d'une équipe.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Elaborer la stratégie marketing de l'entreprise selon l'étude de marché
Elaborer le plan marketing et contrôler le déploiement des opérations
Elaborer et suivre les éléments du budget marketing pour l'ensemble des produits de l'entreprise
Concevoir la campagne promotionnelle des produits et la mettre en oeuvre
Concevoir les supports de promotion des produits et en vérifier l'application
Réaliser le bilan des actions marketing et proposer des axes d'évolution
Apporter un appui technique aux commerciaux lors des plans d'actions commerciales
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Promotion des ventes (M1706),"Chef de promotion des ventes
Promoteur / Promotrice des ventes
Responsable de la promotion des ventes","DÉFINITION
Définit et met en oeuvre les actions promotionnelles des produits afin de dynamiser les ventes, selon la stratégie commerciale de l'entreprise.
Peut diriger un service et coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Analyser les informations sur un produit ou une gamme et définir le type de campagne promotionnelle
Concevoir la campagne promotionnelle du produit ou de la gamme et déterminer les caractéristiques des supports publicitaires
Elaborer le budget de la campagne promotionnelle du produit ou de la gamme et le gérer
Organiser la mise en oeuvre de la campagne promotionnelle (logistique, négociation avec les enseignes, ...) et en suivre le déroulement
Former l'équipe de commerciaux sur les produits et apporter un appui technique lors du lancement de la campagne promotionnelle
Analyser les résultats de la campagne promotionnelle (atteinte des objectifs, ...) et proposer des axes d'évolution
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Stratégie commerciale (M1707),"Directeur commercial / Directrice commerciale
Directeur commercial / Directrice commerciale export
Directeur commercial international / Directrice commerciale internationale
Responsable export
Responsable commercial / commerciale
Responsable commercial / Responsable commercial grande et moyenne surface
Responsable commercial international / commerciale internationale
Responsable commercial/ Responsable commerciale grossiste, collectivité
Responsable de service exploitation et documentation
Responsable de zone
Responsable du développement commercial
Responsable e-commerce","DÉFINITION
Définit et met en oeuvre la stratégie commerciale de l'entreprise selon des objectifs de rentabilité économique et suit les résultats.
Dirige un service et coordonne une équipe.
Peut organiser et développer l'activité commerciale à l'international ou un type de vente en e-commerce.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Elaborer la stratégie commerciale de l'entreprise et définir les plans d'actions annuels (promotion des produits, marchés à investir, ...)
Elaborer et gérer les budgets
Organiser la force commerciale de l'entreprise (déploiement du réseau, formations commerciales, ...)
Participer et/ou Mener les actions de gestion de ressources humaines (recrutement, formation, ...)
Concevoir le circuit de l'information du service commercial (réunions, notes, directives, ...) et échanger des informations avec les commerciaux
Coordonner l'activité des commerciaux et leur apporter un appui technique
Suivre et analyser les données d'activité du service ou de la structure et proposer des axes d'évolution
Réaliser le suivi des clients grands comptes de la structure et analyser le potentiel de clients/prospects
Réaliser la veille concurrentielle des produits (marché, prix, nouvelles tendances, ...)
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Administration de systèmes d'information (M1801),"Administrateur / Administratrice de bases de données
Administrateur / Administratrice de la messagerie
Administrateur / Administratrice de serveurs
Administrateur / Administratrice de site internet
Administrateur / Administratrice de site Web
Administrateur / Administratrice réseau informatique
Administrateur / Administratrice réseaux - télécoms
Administrateur / Administratrice sécurité informatique
Administrateur / Administratrice système informatique
Database Administrator
Network Administrator
Storage and Backup Administrator
Web Database Administrator
Web Server Administrator","DÉFINITION
Administre et assure le fonctionnement et l'exploitation d'un ou plusieurs éléments matériels ou logiciels (outils, réseaux, bases de données, messagerie, ...) de l'entreprise ou d'une organisation. Veille à la cohérence, à l'accessibilité et à la sécurité des informations.
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Suivre et actualiser la configuration et l'architecture des systèmes d'informations en fonction des évolutions
Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques
Analyser les performances du système d'information et préconiser des mesures d'amélioration de la qualité, la sécurité, la productivité
Définir et suivre les droits d'accès en fonction des caractéristiques des utilisateurs ou des services
Identifier, diagnostiquer les dysfonctionnements, incidents, non-conformités et mettre en oeuvre les mesures correctives
Sélectionner ou installer les équipements informatiques (logiciel, matériel, ...)
Conseiller et assister les équipes de développement, de production informatique ou utilisateurs dans le choix et la mise en oeuvre de solutions techniques
Suivre et mettre à jour l'information technique, économique, règlementaire, ...
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Expertise et support en systèmes d'information (M1802),"Analyste en vulnérabilité de code logiciel
Analyste qualité et performance réseaux et services
Architecte applicatif
Architecte cloud
Architecte de bases de données
Architecte de sécurité des systèmes d'information
Architecte réseaux informatiques
Architecte Solution client
Architecte solutions convergentes
Architecte système d'information
Architecte système informatique
Architecte technique du système d’information
Architecte technique informatique
Auditeur / Auditrice en sécurité des systèmes d'information
Auditeur / Auditrice en système d'information
Auditeur informaticien / Auditrice informaticienne
Cloud Network Engineer
Consultant systèmes d'information
Contrôleur / Contrôleuse des méthodes et qualités en informatique
Contrôleur / Contrôleuse qualité en informatique
Contrôleur qualiticien / Contrôleuse qualiticienne en informatique
Cyber Security Expert
Cyber Security Manager
Data manager
Database Manager
Expert / Experte en communication et réseaux
Expert / Experte en cybersécurité
Expert / Experte en sécurité des systèmes d'exploitation
Expert / Experte en sécurité des systèmes d'information
Expert / Experte en sécurité des systèmes informatiques
Expert / Experte qualité informatique
Expert / Experte réseaux et télécoms
Expert / Experte sécurité informatique
Expert / Experte système d'exploitation
Expert / Experte système et réseaux
Expert / Experte tests intrusion - sécurité systèmes d'information
Information Architect
Information Security Expert
Information Security Manager
Ingénieur / Ingénieure en virtualisation
Ingénieur / Ingénieure méthodes informatiques
Ingénieur / Ingénieure réseau informatique
Ingénieur / Ingénieure sécurité informatique
Ingénieur / Ingénieure sécurité web
Ingénieur / Ingénieure stockage
Ingénieur / Ingénieure stockage et sauvegarde
Ingénieur / Ingénieure système informatique
Ingénieur / Ingénieure système réseau informatique
IT Security Expert
IT Security Manager
IT Security Network Manager
IT Systems Architect
Network Services Specialist
Qualiticien / Qualiticienne logiciel en informatique
Responsable sécurité des réseaux informatiques
Responsable sécurité des systèmes d'information
Responsable sécurité informatique
Storage engineer
Technical Architect
Virtualization Expert
Virtualization Specialist","DÉFINITION
Conseille la direction informatique, télécoms de l'entreprise sur des évolutions et solutions en techniques nouvelles (choix de logiciel, matériel, réseau, ...), dans un objectif d'optimisation et d'adéquation entre les moyens informatiques et télécoms et les besoins des utilisateurs.
Assure un rôle de support (sécurité, qualité, méthode, ...) et d'assistance technique auprès des équipes informatiques ou télécoms (production, développement) de l'entreprise, des utilisateurs, des clients.
Veille au respect des normes et des procédures de qualité et de sécurité.
Peut intervenir directement sur tout ou partie d'un projet qui relève de son domaine d'expertise.
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Analyser les besoins fonctionnels de l'entreprise, du client et définir les caractéristiques techniques du produit selon le cahier des charges
Élaborer les solutions techniques et proposer les configurations ou les architectures à mettre en oeuvre, les évaluer et proposer les choix adaptés aux besoins fonctionnels
Procéder aux phases de tests et de recettes des applications développées et en rédiger les documentations
Informer ou former les équipes informatiques sur les aspects techniques (fonctionnement, sécurité, risques, ...) et sur l'exploitation de nouveaux équipements
Définir et mettre en oeuvre les normes, standards, méthodes, outils et procédures (qualité, sécurité, ...) de fiabilisation, d'études ou de productions informatiques
Conseiller et apporter une assistance technique à des utilisateurs, clients, services
Suivre et mettre à jour l'information technique, économique, règlementaire, ...
Planifier, mettre en oeuvre et intégrer des infrastructures informatiques nécessaires à la bonne exploitation des données
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Direction des systèmes d'information (M1803),"Chef de division informatique
Chef de division télécoms
Chef de projet déploiement
Chef de projet développement logiciel
Chef de projet développement web
Chef de projet informatique
Chef de projet internet
Chef de projet multimédia
Chef de projet réseaux
Chef de projet technique
Chef de projet Web
Chief Information Officer
Digital Media Project Manager
Directeur / Directrice de département informatique
Directeur / Directrice de département télécoms
Directeur / Directrice de l'Organisation et Systèmes d'Information- DOSI-
Directeur / Directrice de projet en informatique
Directeur / Directrice de projet télécoms
Directeur / Directrice de service télécoms
Directeur / Directrice des services informatiques -DSI-
Directeur / Directrice des systèmes d'information
Directeur / Directrice des systèmes d'information et télécoms
Directeur / Directrice informatique
Directeur / Directrice télécoms
Information Management Officer
IS Project Manager
Responsable d'exploitation informatique
Responsable d'un service informatique
Responsable d'un service télécoms
Responsable de département informatique
Responsable de département télécoms
Responsable de projet architecture informatique
Responsable de projet architecture télécoms
Responsable de réseaux télécoms
Responsable des systèmes d'information
Responsable des systèmes informatiques
Responsable du management de la DSI
Responsable du réseau informatique
Responsable informatique
Responsable production informatique
Responsable projet architecture intégration grands systèmes
Responsable télécoms
Web Project Manager","DÉFINITION
Dirige une organisation, des services, des structures informatiques, télécoms et fixe les évolutions des systèmes d'information et de télécommunications, selon les besoins fonctionnels et la stratégie de l'entreprise. Supervise la conception, la mise en oeuvre et le maintien opérationnel (qualité, sécurité, fiabilité, coûts, délais) des prestations informatiques produites et des systèmes d'information et télécoms.
Supervise et pilote des projets en systèmes d'information.
ACCÈS À L'EMPLOI MÉTIER




CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Analyser et définir les besoins de l'entreprise, des utilisateurs en matière d'organisation et de systèmes d'information et de télécoms
Elaborer le schéma directeur à partir des orientations fixées par la direction et des besoins des services utilisateurs et superviser les modalités de mise en oeuvre
Gérer le budget global de la structure, du service ou du projet (investissement, affectations, répartitions, ...)
Superviser et coordonner la réalisation de projets
Procéder au choix de réalisation, de traitement en interne ou par sous-traitance et en contrôler la conformité de réalisation
Définir et contrôler l'application des procédures qualité et sécurité des systèmes d'information et de télécoms
Diriger un service, une structure
Suivre et mettre à jour l'information technique, économique, règlementaire, ...
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Études et développement de réseaux de télécoms (M1804),"Architecte réseaux de télécoms
Chargé / Chargée d'opération réseaux de télécoms
Chargé / Chargée de planification réseaux de télécoms
Chef de projet télécoms
Concepteur réalisateur / Conceptrice réalisatrice de réseau télécoms
Consultant / Consultante télécoms
Ingénieur / Ingénieure déploiement télécoms
Ingénieur / Ingénieure en architecture télécoms
Ingénieur / Ingénieure études et support télécoms
Ingénieur / Ingénieure radio
Ingénieur / Ingénieure réseaux télécoms
Ingénieur / Ingénieure télécommunication
Ingénieur / Ingénieure télécoms
Ingénieur / Ingénieure validation réseaux de télécoms
Négociateur / Négociatrice de sites télécoms en fibre optique
Négociateur / Négociatrice de sites télécoms en téléphonie mobile
Network planner
Planificateur / Planificatrice réseaux de télécoms
Programmeur / Programmeuse réseaux de télécoms
Responsable de programmes réseaux de télécoms
Technicien / Technicienne ingénierie réseaux de télécoms","DÉFINITION
Réalise et développe les architectures, les solutions techniques de réseaux de télécommunications (téléphonie, multimédia, informatique, ...), selon les besoins et la stratégie de l'entreprise ou du client.
Peut coordonner une équipe ou un projet.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Recueillir et définir les besoins de l'entreprise, des clients, des utilisateurs en matière de systèmes télécoms (capacité, fiabilité, sécurité, ...)
Elaborer le projet d'architecture d'un réseau télécoms (maquette technique, évaluation économique, modélisation, définition, ...)
Définir et élaborer les spécifications fonctionnelles et techniques d'un réseau, d'équipements télécoms (matériel, logiciel, implantation, ...)
Déterminer des composants d'architecture, des technologies, des équipements, des outils supports et les intégrer selon les spécifications
Définir et contrôler les procédures, les protocoles d'essais, de tests ou de validation de réseaux télécoms
Dimensionner, planifier et suivre la capacité du réseau télécoms et de ses interconnexions
Analyser les conditions de fonctionnement et d'utilisation et mettre en place des solutions d'ajustements, d'évolutions ou de migrations de réseaux et de ressources
Suivre et mettre à jour l'information technique, économique, règlementaire, ...
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
